date,day,aircraft,helicopter,tank,APC,field artillery,MRL,military auto,fuel tank,drone,naval ship,anti-aircraft warfare,special equipment,mobile SRBM system,greatest losses direction,vehicles and fuel tanks,cruise missiles,submarines,personnel
2023-10-24,608,320,324,5105,9669,7081,828,0,0,5363,20,552,1006,0,0,9447,1537,1,295510
2023-10-23,607,320,324,5093,9653,7057,825,0,0,5345,20,551,998,0,0,9419,1536,1,294700
2023-10-22,606,320,324,5081,9631,7032,825,0,0,5339,20,549,991,0,0,9404,1535,1,293830
2023-10-21,605,320,324,5063,9612,7017,822,0,0,5330,20,548,990,0,0,9391,1535,1,292850
2023-10-20,604,320,324,5047,9557,7012,822,0,0,5326,20,548,985,0,0,9370,1535,1,292060
2023-10-19,603,320,324,4992,9437,6983,818,0,0,5318,20,548,985,0,0,9337,1534,1,290680
2023-10-18,602,319,323,4981,9420,6944,814,0,0,5301,20,547,982,0,0,9303,1534,1,290050
2023-10-17,601,318,317,4979,9405,6936,814,0,0,5291,20,547,982,0,0,9293,1533,1,289430
2023-10-16,600,318,317,4965,9385,6910,814,0,0,5280,20,547,981,0,0,9271,1531,1,288630
2023-10-15,599,317,316,4948,9362,6866,813,0,0,5269,20,547,976,0,0,9249,1531,1,287770
2023-10-14,598,317,316,4940,9337,6833,811,0,0,5265,20,547,971,0,0,9225,1531,1,286890
2023-10-13,597,316,316,4931,9313,6807,811,0,0,5264,20,546,967,0,0,9203,1531,1,285920
2023-10-12,596,316,316,4905,9264,6763,811,0,0,5247,20,545,966,0,0,9170,1531,1,284890
2023-10-11,595,316,316,4863,9220,6731,809,0,0,5226,20,545,965,0,0,9145,1530,1,283900
2023-10-10,594,315,316,4829,9129,6713,808,0,0,5207,20,544,961,0,0,9125,1530,1,283080
2023-10-09,593,315,316,4823,9126,6706,808,0,0,5190,20,543,959,0,0,9113,1530,1,282630
2023-10-08,592,315,316,4821,9123,6705,808,0,0,5190,20,542,959,0,0,9111,1530,1,282280
2023-10-07,591,315,316,4800,9102,6688,808,0,0,5185,20,541,956,0,0,9073,1530,1,281700
2023-10-06,590,315,316,4777,9082,6666,806,0,0,5158,20,540,951,0,0,9015,1530,1,281090
2023-10-05,589,315,316,4757,9052,6643,804,0,0,5129,20,540,948,0,0,8980,1530,1,280470
2023-10-04,588,315,316,4745,9026,6612,802,0,0,5121,20,540,946,0,0,8962,1530,1,279890
2023-10-03,587,315,316,4732,9008,6565,801,0,0,5080,20,540,943,0,0,8932,1529,1,279440
2023-10-02,586,316,316,4712,9000,6525,801,0,0,5061,20,537,938,0,0,8909,1529,1,279080
2023-10-01,585,316,316,4702,8991,6477,798,0,0,5043,20,537,933,0,0,8883,1529,1,278570
2023-09-30,584,315,316,4691,8984,6447,796,0,0,5006,20,537,932,0,0,8854,1529,1,278130
2023-09-29,583,315,316,4687,8972,6409,794,0,0,4991,20,536,930,0,0,8836,1529,1,277660
2023-09-28,582,315,316,4679,8962,6375,793,0,0,4957,20,535,929,0,0,8815,1529,1,277320
2023-09-27,581,315,316,4675,8950,6337,792,0,0,4948,20,534,927,0,0,8792,1529,1,276990
2023-09-26,580,315,316,4672,8946,6299,792,0,0,4924,20,533,925,0,0,8763,1529,1,276670
2023-09-25,579,315,316,4667,8927,6260,791,0,0,4895,20,533,918,0,0,8746,1518,1,276270
2023-09-24,578,315,316,4662,8914,6233,789,0,0,4888,20,531,914,0,0,8734,1518,1,275850
2023-09-23,577,315,316,4655,8912,6210,789,0,0,4867,20,530,912,0,0,8716,1518,1,275460
2023-09-22,576,315,316,4644,8891,6177,785,0,0,4858,20,528,912,0,0,8690,1517,1,274950
2023-09-21,575,315,316,4638,8883,6137,781,0,0,4850,20,528,911,0,0,8670,1479,1,274470
2023-09-20,574,315,316,4635,8868,6096,779,0,0,4821,20,526,906,0,0,8633,1479,1,273980
2023-09-19,573,315,316,4628,8851,6062,778,0,0,4784,20,526,903,0,0,8601,1479,1,273460
2023-09-18,572,315,316,4623,8834,6027,776,0,0,4769,20,525,901,0,0,8571,1462,1,272940
2023-09-17,571,315,316,4620,8828,6003,776,0,0,4742,20,523,896,0,0,8537,1455,1,272320
2023-09-16,570,315,316,4616,8824,5988,774,0,0,4738,20,521,891,0,0,8525,1455,1,271790
2023-09-15,569,315,316,4612,8814,5972,774,0,0,4714,20,521,889,0,0,8492,1455,1,271440
2023-09-14,568,315,316,4599,8810,5944,769,0,0,4697,20,517,889,0,0,8458,1455,1,270970
2023-09-13,567,315,316,4584,8792,5902,766,0,0,4650,19,517,884,0,0,8444,1455,0,270350
2023-09-12,566,315,316,4568,8778,5872,764,0,0,4645,19,515,881,0,0,8413,1455,0,269760
2023-09-11,565,315,316,4560,8767,5839,760,0,0,4628,19,512,877,0,0,8370,1455,0,269210
2023-09-10,564,315,316,4554,8755,5811,760,0,0,4593,19,509,872,0,0,8338,1455,0,268630
2023-09-09,563,315,316,4544,8739,5789,757,0,0,4588,19,508,870,0,0,8298,1455,0,268140
2023-09-08,562,315,316,4529,8726,5753,754,0,0,4570,19,507,860,0,0,8264,1455,0,267540
2023-09-07,561,315,316,4506,8703,5722,753,0,0,4541,19,506,859,0,0,8217,1455,0,266900
2023-09-06,560,315,316,4497,8682,5685,748,0,0,4519,19,505,852,0,0,8190,1447,0,266290
2023-09-05,559,315,316,4489,8670,5649,747,0,0,4512,19,504,851,0,0,8175,1447,0,265680
2023-09-04,558,315,316,4480,8663,5611,741,0,0,4481,19,503,847,0,0,8149,1447,0,265120
2023-09-03,557,315,316,4476,8649,5582,739,0,0,4444,18,502,841,0,0,8102,1447,0,264660
2023-09-02,556,315,316,4471,8637,5560,736,0,0,4433,18,501,835,0,0,8043,1447,0,264060
2023-09-01,555,315,316,4459,8613,5530,735,0,0,4421,18,500,831,0,0,8009,1445,0,263490
2023-08-31,554,315,316,4436,8604,5507,734,0,0,4417,18,500,830,0,0,7976,1445,0,263020
2023-08-30,553,315,316,4423,8596,5476,733,0,0,4395,18,500,825,0,0,7953,1419,0,262410
2023-08-29,552,315,316,4414,8579,5450,733,0,0,4387,18,500,820,0,0,7909,1419,0,261840
2023-08-28,551,315,316,4400,8562,5425,730,0,0,4383,18,499,809,0,0,7866,1415,0,261310
2023-08-27,550,315,316,4396,8554,5403,728,0,0,4378,18,498,808,0,0,7854,1411,0,260820
2023-08-26,549,315,316,4390,8539,5379,726,0,0,4367,18,497,804,0,0,7823,1411,0,260270
2023-08-25,548,315,316,4378,8521,5361,724,0,0,4356,18,495,802,0,0,7790,1409,0,259630
2023-08-24,547,315,316,4375,8511,5333,723,0,0,4344,18,494,801,0,0,7773,1406,0,259160
2023-08-23,546,315,316,4373,8488,5318,722,0,0,4324,18,491,800,0,0,7745,1406,0,258820
2023-08-22,545,315,316,4362,8476,5295,721,0,0,4312,18,491,797,0,0,7722,1406,0,258340
2023-08-21,544,315,316,4358,8449,5264,719,0,0,4309,18,489,794,0,0,7692,1406,0,257930
2023-08-20,543,315,316,4346,8435,5245,717,0,0,4304,18,489,790,0,0,7680,1406,0,257470
2023-08-19,542,315,316,4340,8424,5212,714,0,0,4282,18,486,785,0,0,7665,1406,0,257010
2023-08-18,541,315,316,4332,8410,5193,714,0,0,4276,18,486,783,0,0,7658,1406,0,256510
2023-08-17,540,315,314,4329,8398,5169,714,0,0,4272,18,486,773,0,0,7641,1406,0,256050
2023-08-16,539,315,314,4324,8380,5152,714,0,0,4248,18,485,773,0,0,7614,1404,0,255570
2023-08-15,538,315,314,4313,8370,5128,714,0,0,4242,18,482,769,0,0,7584,1387,0,254920
2023-08-14,537,315,313,4306,8354,5099,714,0,0,4213,18,479,766,0,0,7562,1379,0,254380
2023-08-13,536,315,313,4298,8335,5072,713,0,0,4204,18,477,760,0,0,7543,1379,0,253850
2023-08-12,535,315,313,4295,8324,5053,713,0,0,4201,18,472,759,0,0,7523,1378,0,253290
2023-08-11,534,315,313,4290,8318,5043,713,0,0,4197,18,471,756,0,0,7511,1377,0,252780
2023-08-10,533,315,313,4278,8303,5028,711,0,0,4179,18,469,746,0,0,7495,1377,0,252200
2023-08-09,532,315,312,4262,8290,5013,711,0,0,4175,18,469,742,0,0,7479,1377,0,251620
2023-08-08,531,315,312,4254,8278,4996,709,0,0,4158,18,468,737,0,0,7460,1377,0,250800
2023-08-07,530,315,311,4244,8270,4977,709,0,0,4154,18,467,735,0,0,7451,1377,0,250240
2023-08-06,529,315,311,4237,8262,4965,705,0,0,4126,18,466,734,0,0,7441,1359,0,249700
2023-08-05,528,315,311,4232,8251,4943,704,0,0,4116,18,466,730,0,0,7422,1347,0,249110
2023-08-04,527,315,311,4228,8249,4911,704,0,0,4104,18,466,724,0,0,7392,1347,0,248490
2023-08-03,526,315,311,4224,8234,4892,704,0,0,4077,18,465,721,0,0,7372,1347,0,247850
2023-08-02,525,315,311,4217,8213,4866,700,0,0,4042,18,463,718,0,0,7349,1347,0,247230
2023-08-01,524,315,311,4216,8205,4839,699,0,0,4027,18,462,718,0,0,7324,1347,0,246690
2023-07-31,523,315,311,4211,8188,4816,699,0,0,4017,18,460,715,0,0,7292,1347,0,246190
2023-07-30,522,315,311,4205,8178,4795,698,0,0,4011,18,459,711,0,0,7275,1347,0,245700
2023-07-29,521,315,311,4191,8167,4786,698,0,0,4007,18,458,710,0,0,7247,1347,0,245220
2023-07-28,520,315,311,4190,8161,4775,698,0,0,4007,18,458,709,0,0,7240,1347,0,244830
2023-07-27,519,315,311,4186,8147,4745,698,0,0,3996,18,457,708,0,0,7229,1347,0,244270
2023-07-26,518,315,311,4177,8136,4727,698,0,0,3993,18,457,708,0,0,7211,1307,0,243680
2023-07-25,517,315,310,4174,8131,4705,698,0,0,3977,18,454,703,0,0,7194,1307,0,243220
2023-07-24,516,315,310,4162,8118,4675,697,0,0,3963,18,452,698,0,0,7182,1307,0,242620
2023-07-23,515,315,310,4151,8105,4658,697,0,0,3958,18,451,696,0,0,7172,1298,0,241960
2023-07-22,514,315,310,4140,8096,4629,693,0,0,3944,18,448,691,0,0,7159,1298,0,241330
2023-07-21,513,315,310,4133,8080,4610,692,0,0,3933,18,440,686,0,0,7145,1298,0,240690
2023-07-20,512,315,310,4129,8065,4592,692,0,0,3918,18,433,685,0,0,7134,1293,0,240010
2023-07-19,511,315,310,4123,8059,4573,689,0,0,3885,18,430,683,0,0,7105,1279,0,239480
2023-07-18,510,315,310,4119,8051,4542,689,0,0,3839,18,428,677,0,0,7086,1273,0,239010
2023-07-17,509,315,310,4115,8034,4504,685,0,0,3828,18,428,677,0,0,7059,1273,0,238300
2023-07-16,508,315,310,4107,8026,4481,681,0,0,3820,18,425,666,0,0,7044,1273,0,237680
2023-07-15,507,315,310,4102,8019,4463,680,0,0,3807,18,425,664,0,0,7036,1273,0,237180
2023-07-14,506,315,310,4097,8008,4449,680,0,0,3783,18,423,662,0,0,7019,1273,0,236590
2023-07-13,505,315,310,4092,7999,4425,678,0,0,3752,18,421,652,0,0,6995,1271,0,236040
2023-07-12,504,315,310,4090,7990,4402,674,0,0,3726,18,415,647,0,0,6978,1271,0,235530
2023-07-11,503,315,310,4089,7983,4385,672,0,0,3693,18,414,640,0,0,6966,1271,0,235020
2023-07-10,502,315,309,4085,7966,4371,668,0,0,3686,18,414,632,0,0,6937,1271,0,234480
2023-07-09,501,315,309,4078,7964,4366,668,0,0,3685,18,413,628,0,0,6929,1271,0,234040
2023-07-08,500,315,309,4074,7953,4346,661,0,0,3666,18,410,619,0,0,6914,1271,0,233440
2023-07-07,499,315,309,4070,7944,4330,658,0,0,3652,18,408,612,0,0,6898,1271,0,232810
2023-07-06,498,315,309,4068,7932,4310,657,0,0,3635,18,404,605,0,0,6888,1264,0,232300
2023-07-05,497,315,309,4062,7917,4288,656,0,0,3614,18,395,598,0,0,6865,1264,0,231700
2023-07-04,496,315,309,4059,7908,4252,647,0,0,3602,18,394,590,0,0,6843,1264,0,231030
2023-07-03,495,315,309,4057,7899,4220,641,0,0,3573,18,391,590,0,0,6834,1264,0,230260
2023-07-02,494,315,308,4052,7888,4188,637,0,0,3557,18,390,583,0,0,6816,1261,0,229660
2023-07-01,493,315,308,4042,7868,4162,632,0,0,3545,18,389,580,0,0,6794,1261,0,228870
2023-06-30,492,315,308,4041,7863,4127,630,0,0,3519,18,389,569,0,0,6785,1261,0,228340
2023-06-29,491,315,308,4038,7857,4116,627,0,0,3513,18,388,569,0,0,6780,1261,0,227780
2023-06-28,490,314,308,4036,7847,4089,627,0,0,3499,18,387,563,0,0,6774,1261,0,227100
2023-06-27,489,314,308,4036,7834,4083,626,0,0,3492,18,386,563,0,0,6772,1261,0,226170
2023-06-26,488,314,308,4031,7820,4055,624,0,0,3482,18,385,557,0,0,6751,1259,0,225580
2023-06-25,487,314,308,4030,7806,4034,624,0,0,3472,18,385,552,0,0,6735,1259,0,224630
2023-06-24,486,314,308,4024,7804,4015,619,0,0,3460,18,383,548,0,0,6731,1228,0,223910
2023-06-23,485,314,307,4017,7798,3985,617,0,0,3447,18,379,545,0,0,6708,1214,0,223330
2023-06-22,484,314,307,4013,7783,3941,617,0,0,3438,18,376,539,0,0,6678,1214,0,222650
2023-06-21,483,314,306,4006,7771,3920,615,0,0,3428,18,375,539,0,0,6667,1214,0,222000
2023-06-20,482,314,306,3997,7750,3888,614,0,0,3393,18,372,531,0,0,6645,1214,0,221460
2023-06-19,481,314,305,3989,7735,3865,610,0,0,3383,18,370,526,0,0,6613,1211,0,220450
2023-06-18,480,314,304,3984,7729,3847,610,0,0,3371,18,364,522,0,0,6571,1211,0,219820
2023-06-17,479,314,302,3977,7706,3834,609,0,0,3364,18,364,520,0,0,6557,1211,0,219170
2023-06-16,478,314,301,3965,7683,3812,606,0,0,3357,18,364,519,0,0,6519,1199,0,218500
2023-06-15,477,314,301,3955,7667,3793,604,0,0,3333,18,364,519,0,0,6506,1199,0,217910
2023-06-14,476,314,300,3943,7653,3783,603,0,0,3324,18,364,516,0,0,6482,1196,0,217330
2023-06-13,475,314,300,3935,7642,3766,601,0,0,3309,18,363,511,0,0,6473,1183,0,216650
2023-06-12,474,314,299,3931,7636,3746,601,0,0,3307,18,362,510,0,0,6471,1183,0,216180
2023-06-11,473,314,299,3926,7631,3736,601,0,0,3300,18,362,509,0,0,6461,1183,0,215640
2023-06-10,472,314,299,3909,7607,3717,600,0,0,3263,18,362,507,0,0,6428,1176,0,214660
2023-06-09,471,314,299,3901,7600,3702,599,0,0,3247,18,359,502,0,0,6410,1171,0,213770
2023-06-08,470,314,299,3891,7576,3668,595,0,0,3234,18,355,500,0,0,6384,1171,0,212760
2023-06-07,469,314,299,3873,7560,3640,594,0,0,3219,18,352,492,0,0,6349,1171,0,212030
2023-06-06,468,313,299,3860,7543,3603,590,0,0,3212,18,351,489,0,0,6332,1171,0,211150
2023-06-05,467,313,298,3848,7523,3567,584,0,0,3189,18,349,484,0,0,6312,1136,0,210350
2023-06-04,466,313,298,3837,7512,3555,583,0,0,3175,18,344,479,0,0,6305,1132,0,209940
2023-06-03,465,313,298,3829,7502,3533,582,0,0,3165,18,342,475,0,0,6289,1132,0,209470
2023-06-02,464,313,298,3819,7490,3501,575,0,0,3137,18,335,465,0,0,6267,1117,0,208910
2023-06-01,463,313,298,3804,7478,3474,575,0,0,3131,18,333,458,0,0,6239,1107,0,208370
2023-05-31,462,313,298,3802,7472,3460,575,0,0,3124,18,333,454,0,0,6230,1107,0,207910
2023-05-30,461,313,298,3802,7469,3445,575,0,0,3092,18,332,454,0,0,6219,1107,0,207440
2023-05-29,460,313,298,3801,7467,3435,575,0,0,3054,18,331,453,0,0,6207,1056,0,207030
2023-05-28,459,313,298,3797,7456,3425,574,0,0,2993,18,329,451,0,0,6192,1056,0,206600
2023-05-27,458,310,296,3799,7442,3406,572,0,0,2941,18,329,449,0,0,6172,1025,0,206200
2023-05-26,457,310,296,3796,7435,3384,570,0,0,2910,18,328,446,0,0,6161,1015,0,205720
2023-05-25,456,309,296,3795,7432,3359,570,0,0,2907,18,327,444,0,0,6148,1015,0,205260
2023-05-24,455,309,296,3792,7424,3339,570,0,0,2871,18,327,440,0,0,6146,1015,0,204760
2023-05-23,454,309,295,3789,7419,3318,565,0,0,2864,18,327,433,0,0,6139,1015,0,204360
2023-05-22,453,309,294,3785,7407,3278,565,0,0,2830,18,327,427,0,0,6129,1011,0,203880
2023-05-21,452,308,294,3783,7398,3258,564,0,0,2822,18,327,425,0,0,6115,1011,0,203160
2023-05-20,451,308,294,3781,7382,3229,564,0,0,2801,18,325,423,0,0,6103,1011,0,202430
2023-05-19,450,308,294,3777,7377,3210,564,0,0,2769,18,319,419,0,0,6083,1011,0,201760
2023-05-18,449,308,294,3773,7373,3198,563,0,0,2759,18,318,418,0,0,6073,990,0,201100
2023-05-17,448,308,294,3771,7365,3166,562,0,0,2748,18,318,417,0,0,6067,982,0,200590
2023-05-16,447,308,294,3762,7348,3150,562,0,0,2732,18,316,410,0,0,6048,973,0,199980
2023-05-15,446,308,294,3759,7336,3137,562,0,0,2720,18,316,407,0,0,6034,973,0,199460
2023-05-14,445,308,294,3756,7325,3116,562,0,0,2696,18,314,404,0,0,6018,970,0,198880
2023-05-13,444,308,294,3751,7307,3095,561,0,0,2665,18,314,402,0,0,6011,970,0,198260
2023-05-12,443,308,294,3745,7295,3068,559,0,0,2636,18,312,393,0,0,5996,970,0,197670
2023-05-11,442,308,294,3740,7287,3053,557,0,0,2627,18,310,391,0,0,5984,970,0,196920
2023-05-10,441,308,294,3736,7275,3039,555,0,0,2624,18,308,389,0,0,5974,970,0,196310
2023-05-09,440,308,294,3734,7257,3031,554,0,0,2618,18,307,388,0,0,5969,955,0,195620
2023-05-08,439,308,294,3730,7253,3018,554,0,0,2614,18,306,384,0,0,5958,947,0,194970
2023-05-07,438,308,294,3723,7248,3010,554,0,0,2572,18,306,380,0,0,5952,947,0,194430
2023-05-06,437,308,294,3717,7238,2992,552,0,0,2554,18,306,375,0,0,5936,947,0,193770
2023-05-05,436,308,294,3710,7224,2978,550,0,0,2540,18,304,373,0,0,5916,947,0,193210
2023-05-04,435,308,294,3707,7216,2962,547,0,0,2523,18,304,370,0,0,5886,947,0,192590
2023-05-03,434,308,294,3702,7199,2946,544,0,0,2505,18,300,363,0,0,5865,947,0,191940
2023-05-02,433,308,294,3701,7193,2930,544,0,0,2477,18,298,360,0,0,5851,947,0,191420
2023-05-01,432,308,294,3700,7192,2921,544,0,0,2476,18,295,359,0,0,5845,932,0,190960
2023-04-30,431,308,294,3699,7189,2914,544,0,0,2475,18,295,357,0,0,5842,932,0,190510
2023-04-29,430,308,294,3697,7184,2908,543,0,0,2471,18,294,355,0,0,5836,932,0,190040
2023-04-28,429,308,294,3694,7181,2905,543,0,0,2467,18,294,353,0,0,5819,911,0,189460
2023-04-27,428,308,294,3694,7178,2887,542,0,0,2461,18,293,352,0,0,5805,911,0,188920
2023-04-26,427,308,294,3692,7162,2877,539,0,0,2440,18,292,352,0,0,5792,911,0,188410
2023-04-25,426,308,294,3688,7151,2863,539,0,0,2437,18,291,345,0,0,5784,911,0,187770
2023-04-24,425,308,294,3683,7139,2849,539,0,0,2413,18,289,339,0,0,5753,911,0,187080
2023-04-23,424,308,294,3675,7131,2837,539,0,0,2402,18,289,339,0,0,5730,911,0,186420
2023-04-22,423,308,293,3672,7130,2832,539,0,0,2398,18,289,337,0,0,5718,911,0,185730
2023-04-21,422,308,293,3668,7126,2827,539,0,0,2394,18,285,334,0,0,5713,911,0,185050
2023-04-20,421,308,293,3667,7120,2825,539,0,0,2386,18,285,332,0,0,5707,911,0,184420
2023-04-19,420,308,293,3665,7110,2819,538,0,0,2376,18,285,330,0,0,5692,911,0,183750
2023-04-18,419,308,293,3661,7098,2810,538,0,0,2353,18,285,330,0,0,5676,911,0,183130
2023-04-17,418,308,293,3660,7087,2804,538,0,0,2347,18,285,328,0,0,5672,911,0,182660
2023-04-16,417,308,293,3657,7083,2795,538,0,0,2339,18,284,326,0,0,5658,911,0,182070
2023-04-15,416,307,293,3653,7073,2785,535,0,0,2339,18,283,324,0,0,5646,911,0,181550
2023-04-14,415,307,293,3650,7069,2784,535,0,0,2339,18,283,321,0,0,5640,911,0,181090
2023-04-13,414,307,293,3646,7053,2777,535,0,0,2339,18,283,320,0,0,5637,911,0,180590
2023-04-12,413,307,293,3646,7043,2770,535,0,0,2334,18,282,319,0,0,5630,911,0,180050
2023-04-11,412,307,293,3644,7038,2765,535,0,0,2332,18,282,316,0,0,5620,911,0,179320
2023-04-10,411,307,292,3637,7028,2750,534,0,0,2323,18,282,311,0,0,5607,911,0,178820
2023-04-09,410,307,292,3636,7024,2740,533,0,0,2312,18,282,309,0,0,5602,911,0,178150
2023-04-08,409,307,292,3636,7020,2727,533,0,0,2298,18,282,304,0,0,5599,911,0,177680
2023-04-07,408,306,292,3633,7016,2722,533,0,0,2291,18,281,304,0,0,5587,911,0,177110
2023-04-06,407,306,292,3631,7013,2714,532,0,0,2287,18,281,302,0,0,5574,911,0,176630
2023-04-05,406,306,291,3629,7005,2707,532,0,0,2283,18,280,299,0,0,5573,911,0,176240
2023-04-04,405,306,291,3627,6999,2697,528,0,0,2277,18,280,298,0,0,5562,911,0,175690
2023-04-03,404,306,291,3619,6993,2694,527,0,0,2262,18,280,298,0,0,5553,911,0,175160
2023-04-02,403,306,291,3618,6986,2687,527,0,0,2249,18,279,296,0,0,5537,911,0,174550
2023-04-01,402,306,291,3616,6981,2683,527,0,0,2248,18,279,296,0,0,5528,911,0,173990
2023-03-31,401,306,291,3615,6977,2675,526,0,0,2248,18,278,294,0,0,5521,911,0,173360
2023-03-30,400,306,291,3610,6974,2671,526,0,0,2239,18,278,291,0,0,5518,911,0,172900
2023-03-29,399,306,291,3609,6966,2659,526,0,0,2239,18,277,288,0,0,5507,911,0,172340
2023-03-28,398,305,291,3602,6966,2653,525,0,0,2235,18,277,287,0,0,5502,911,0,171730
2023-03-27,397,305,291,3595,6953,2638,523,0,0,2216,18,277,285,0,0,5493,911,0,171160
2023-03-26,396,305,291,3595,6947,2631,522,0,0,2216,18,277,282,0,0,5486,911,0,170550
2023-03-25,395,305,291,3580,6932,2623,520,0,0,2214,18,276,279,0,0,5483,911,0,169890
2023-03-24,394,305,290,3574,6921,2616,511,0,0,2208,18,276,277,0,0,5464,911,0,169170
2023-03-23,393,305,290,3570,6898,2608,511,0,0,2203,18,273,273,0,0,5452,909,0,168150
2023-03-22,392,305,290,3557,6887,2589,509,0,0,2183,18,272,270,0,0,5434,909,0,167490
2023-03-21,391,305,290,3552,6879,2586,507,0,0,2167,18,270,266,0,0,5428,907,0,166570
2023-03-20,390,305,290,3537,6869,2577,507,0,0,2160,18,270,265,0,0,5416,907,0,165610
2023-03-19,389,305,290,3532,6853,2568,507,0,0,2159,18,268,262,0,0,5408,907,0,164910
2023-03-18,388,305,290,3511,6830,2560,506,0,0,2159,18,265,259,0,0,5404,907,0,164200
2023-03-17,387,305,290,3506,6823,2552,504,0,0,2145,18,265,258,0,0,5401,907,0,163320
2023-03-16,386,305,289,3504,6810,2539,503,0,0,2145,18,265,257,0,0,5394,907,0,162560
2023-03-15,385,304,289,3492,6799,2528,502,0,0,2132,18,262,257,0,0,5377,907,0,161520
2023-03-14,384,304,289,3484,6789,2519,495,0,0,2120,18,260,256,0,0,5367,907,0,160540
2023-03-13,383,304,289,3474,6774,2503,493,0,0,2109,18,259,251,0,0,5354,907,0,159800
2023-03-12,382,304,289,3466,6769,2487,493,0,0,2108,18,259,242,0,0,5348,907,0,159090
2023-03-11,381,304,289,3458,6762,2483,493,0,0,2108,18,257,242,0,0,5344,907,0,158000
2023-03-10,380,304,289,3448,6742,2475,491,0,0,2107,18,256,240,0,0,5337,907,0,156990
2023-03-09,379,303,289,3441,6736,2465,488,0,0,2098,18,254,237,0,0,5331,873,0,156120
2023-03-08,378,303,289,3436,6723,2463,488,0,0,2098,18,253,236,0,0,5330,873,0,155530
2023-03-07,377,303,289,3432,6714,2456,488,0,0,2095,18,253,236,0,0,5323,873,0,154830
2023-03-06,376,302,289,3423,6703,2433,488,0,0,2086,18,250,234,0,0,5307,873,0,153770
2023-03-05,375,302,289,3414,6692,2426,488,0,0,2071,18,248,232,0,0,5299,873,0,153120
2023-03-04,374,302,289,3409,6683,2414,487,0,0,2066,18,247,230,0,0,5289,873,0,152190
2023-03-03,373,301,289,3405,6673,2402,484,0,0,2061,18,247,230,0,0,5281,873,0,151370
2023-03-02,372,300,288,3397,6658,2398,480,0,0,2058,18,247,230,0,0,5264,873,0,150605
2023-03-01,371,300,288,3395,6638,2393,479,0,0,2055,18,247,230,0,0,5257,873,0,149890
2023-02-28,370,300,288,3388,6630,2383,478,0,0,2051,18,247,230,0,0,5252,873,0,149240
2023-02-27,369,300,288,3385,6621,2380,475,0,0,2048,18,247,230,0,0,5248,873,0,148690
2023-02-26,368,299,288,3381,6615,2380,475,0,0,2037,18,247,230,0,0,5242,873,0,148130
2023-02-25,367,299,288,3375,6609,2373,475,0,0,2035,18,247,230,0,0,5235,873,0,147470
2023-02-24,366,299,287,3363,6600,2363,474,0,0,2033,18,247,229,0,0,5224,873,0,146820
2023-02-23,365,299,287,3350,6593,2352,471,0,0,2029,18,244,228,0,0,5215,873,0,145850
2023-02-22,364,299,287,3334,6569,2345,471,0,0,2026,18,243,226,0,0,5212,873,0,145060
2023-02-21,363,299,287,3326,6562,2338,471,0,0,2023,18,243,226,0,0,5210,873,0,144440
2023-02-20,362,299,287,3316,6553,2334,471,0,0,2018,18,243,225,0,0,5209,873,0,143680
2023-02-19,361,298,287,3310,6545,2327,469,0,0,2016,18,243,224,0,0,5196,873,0,142860
2023-02-18,360,298,287,3303,6533,2326,469,0,0,2016,18,243,223,0,0,5196,871,0,142270
2023-02-17,359,298,287,3298,6520,2322,467,0,0,2013,18,241,221,0,0,5187,871,0,141260
2023-02-16,358,298,287,3296,6517,2306,466,0,0,2012,18,239,219,0,0,5167,857,0,140460
2023-02-15,357,298,286,3290,6507,2303,466,0,0,2011,18,236,219,0,0,5161,857,0,139770
2023-02-14,356,298,286,3286,6500,2299,466,0,0,2011,18,234,218,0,0,5155,857,0,139080
2023-02-13,355,296,286,3283,6492,2290,465,0,0,2007,18,234,217,0,0,5150,857,0,138340
2023-02-12,354,296,286,3280,6488,2287,465,0,0,2007,18,234,215,0,0,5148,857,0,137780
2023-02-11,353,295,286,3267,6474,2270,463,0,0,1997,18,234,214,0,0,5134,857,0,136880
2023-02-10,352,295,286,3258,6471,2251,463,0,0,1970,18,233,211,0,0,5126,796,0,135740
2023-02-09,351,295,285,3255,6468,2244,463,0,0,1967,18,232,211,0,0,5121,796,0,135010
2023-02-08,350,295,285,3253,6458,2236,461,0,0,1961,18,228,211,0,0,5112,796,0,134100
2023-02-07,349,294,284,3245,6443,2232,461,0,0,1958,18,227,208,0,0,5107,796,0,133190
2023-02-06,348,294,284,3231,6415,2231,461,0,0,1958,18,227,203,0,0,5104,796,0,132160
2023-02-05,347,294,284,3220,6405,2226,460,0,0,1958,18,227,203,0,0,5091,796,0,131290
2023-02-04,346,294,284,3218,6394,2220,460,0,0,1956,18,225,203,0,0,5081,796,0,130590
2023-02-03,345,294,284,3215,6388,2215,460,0,0,1952,18,222,202,0,0,5068,796,0,129870
2023-02-02,344,293,284,3211,6382,2212,458,0,0,1951,18,222,200,0,0,5064,796,0,129030
2023-02-01,343,293,284,3209,6382,2207,458,0,0,1951,18,221,200,0,0,5061,796,0,128420
2023-01-31,342,293,284,3201,6378,2197,454,0,0,1951,18,221,200,0,0,5048,796,0,127500
2023-01-30,341,293,284,3201,6369,2196,453,0,0,1947,18,221,199,0,0,5041,796,0,126650
2023-01-29,340,293,284,3197,6366,2195,453,0,0,1947,18,221,199,0,0,5037,796,0,126160
